id,section_id,paragraph_number,content,createdAt,updatedAt,evidence_strength,annexures
37,2,8.10,"The true financial irregularities are the R5.4 million stock adjustment, the R900,000 unauthorized transfers, and Villa Via's 86% profit extraction.

---",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
38,3,9.1,The Applicant's summary is an inversion of the facts.,2025-11-02 15:04:36,2025-11-02 15:04:36,5,
39,3,9.2,"The bank message is a standard notification, not evidence of misconduct.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
40,3,9.3,"The actual misconduct includes the R5.4 million stock adjustment, the R900,000 unauthorized transfers, and Villa Via's 86% profit extraction.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
41,3,9.4,"The financial impact of the Applicant's misconduct is substantial.

---",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
42,4,10.1,The delinquency application is an abuse of process. My actions were consistent with my fiduciary duties.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
43,4,10.2,The Applicant has grossly abused his position.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
44,4,10.3,The Applicant acted in bad faith and for an improper purpose.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
45,4,10.4,The provisions of the Close Corporations Act apply to the Applicant's own conduct.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
46,4,10.5,The Applicant's conduct meets the definition of delinquency.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
47,4,10.6,The Applicant's conduct meets the definition of probation.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
48,4,10.7,The Applicant and his agents breached their fiduciary duties.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
49,4,10.7.1.1,The losses were caused by the Applicant's actions.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
50,4,10.7.1.2,The economic benefits were derived by the Applicant and his agents.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
51,4,10.8,The R5.4M stock adjustment suggests systematic fraud.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
52,4,10.9,The mandatory disqualification grounds apply to the Applicant.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
53,4,10.9.1,Section 162(5)(a) applies to the Applicant.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
54,4,10.9.2,The intentional harm was inflicted by the Applicant and his co-conspirators.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
55,4,10.9.3,The Applicant's gross negligence is demonstrated by the card cancellations.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
56,4,10.9.3.1,The wilful misconduct includes a six-month campaign of sabotage.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
57,4,10.9.3.2,The acquiescence to fraud includes two years of unallocated expenses.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
58,4,10.9.3.3,The omissions with fraudulent purpose include material non-disclosures.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
59,4,10.10,The oppressive conduct includes punishing me for exposing fraud.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
60,4,10.10.1,The conduct inconsistent with duties includes a trustee attacking a beneficiary.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
61,4,10.10.2,The grounds for probation apply to the Applicant.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
62,4,10.10.2.1,The prejudicial results include my exclusion from the business I built.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
63,4,10.10.2.2,The oppressive business conduct includes the control of systems by Ms. Farrar.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
64,4,10.10.2.3,The oppressive exercise of powers includes the abuse of trustee powers.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
65,4,10.11,"The appropriate remedy is a full, independent forensic audit.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
66,4,10.12,The Court's discretion should be exercised against the Applicant.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
67,4,10.13,"The unaccounted money includes the R900,000 unauthorized transfers and the R5.4 million stock loss.

---",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
68,5,11.1,"I built and funded the UK e-commerce operations through my company, RegimA Zone Ltd.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
69,5,11.2,"RegimA Zone Ltd is an independent entity, not under RegimA UK Ltd.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
70,5,11.3,I have operational control and funding of RegimA Zone Ltd.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
71,5,11.4,The Applicant had no operational involvement in the UK e-commerce operations.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
72,5,11.5,I built and own RegimA Zone Ltd independently.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
73,5,11.6,UK bank records show that RegimA Zone Ltd continuously paid for the South African Shopify platforms.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
74,5,11.7,The reference to Isaac Chesno is irrelevant.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
75,5,11.8,The Applicant's fear of non-payment is contradicted by bank records.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
76,5,11.9,"The Applicant's claim of no financial knowledge is inconsistent with his trustee powers.

---",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
