id,section_id,paragraph_number,content,createdAt,updatedAt,evidence_strength,annexures
15,1,7.13.1,The Applicant's claim regarding email access is misleading. The Second Respondent's access to email and accounting systems was revoked in retaliation for exposing financial misconduct on 6 June 2025.,2025-11-02 15:04:35,2025-11-02 15:04:35,5,
16,1,7.13.2,"The selective restoration of email access ""on an ad hoc basis"" was controlled by Ms. Farrar, who had control of the Applicant's email address (pete@regima.com) and all company systems (Annexures **SF2**, **SF4**).",2025-11-02 15:04:35,2025-11-02 15:04:35,5,
17,1,7.14,"The ""continued interference"" referenced by the Applicant was the systematic sabotage orchestrated by the Applicant's agents, including:
- Revenue diversion from RegimA SA (from 1 March 2025)
- Revenue diversion from RegimA Worldwide Distribution (from 14 April 2025, Annexure **DF12**)
- Customer diversion to regimaskin.co.za, owned by Ms. Farrar's son (Annexure **JF8**)
- Warehouse sabotage (July 2025, Annexure **DF13**)",2025-11-02 15:04:35,2025-11-02 15:04:35,5,
18,1,7.15,"The conduct ""not in the interests of the corporations"" was the Applicant's systematic dismantling of a profitable R34.9 million operation in retaliation for the Second Respondent's exposure of fraud.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
19,1,7.16.1,I confirm that I approached the banks (FNB and ABSA) to obtain duplicate cards on or about 24 June 2025. This action was necessary to prevent the total collapse of the business operations following the Applicant's punitive card cancellations on 7 June 2025.,2025-11-02 15:04:36,2025-11-02 15:04:36,5,
20,1,7.16.2,The use of personal credit cards to maintain business operations demonstrates the Applicant's bad faith and the manufactured nature of the crisis.,2025-11-02 15:04:36,2025-11-02 15:04:36,5,
21,1,7.17.1,"The Applicant's claim that I ""rejected any idea of malfeasance or neglect on our son's part"" is false. I defended the Second Respondent because he had acted professionally and transparently, providing comprehensive reports on 6 June 2025.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
22,1,7.17.2,"The Applicant's characterization of my response as ""I will show you"" is a misrepresentation designed to portray me as defiant rather than protective of legitimate business interests.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
23,1,7.18.1,"I deny transferring R500,000 to the Second Respondent on or about 16 July 2025 as a ""birthday gift."" This allegation is false and unsupported by evidence.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
24,1,7.18.2,"The Applicant's claim that I have ""no other sources of income other than remuneration by the third to sixth respondents"" is irrelevant to the allegations and appears designed to undermine my financial independence.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
25,1,7.18.3,"If any transfer occurred on 16 July 2025, it would have been a legitimate business transaction, not a personal gift. The Applicant provides no evidence (bank statements, invoices, or transfer documentation) to support this allegation.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
26,1,7.19,"I deny that any transfer was made ""without the Applicant's knowledge."" As the sole trustee with absolute powers over the Faucitt Family Trust (which owns RegimA Worldwide and Villa Via), and with Ms. Farrar controlling all bank accounts under Mr. Bantjies's instructions, the Applicant had full visibility of all financial transactions.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
27,1,7.20,"The Applicant's claim that any alleged transfer was ""separate to remuneration as director/member"" is speculative and unsupported. The Second Respondent's remuneration structure included performance-based compensation for managing the R34.9 million e-commerce operation.

---",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
28,2,8.1,"The Applicant's claims regarding IT expenses must be viewed in the context of a **R34.9 million** global e-commerce operation. This operation requires a sophisticated and robust IT infrastructure, which the Second Respondent built and managed.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
29,2,8.2,"The expense categories referenced by the Applicant are standard for a global e-commerce business. This includes 51 Shopify stores, associated software licenses, payment gateways, and marketing platforms.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
30,2,8.3,The expense amounts are proportional to the revenue generated. The IT infrastructure was essential to achieving R34.9 million in annual sales.,2025-11-02 15:04:36,2025-11-02 15:04:36,5,
31,2,8.4,"The Applicant misrepresents the timeline of discovery. The Second Respondent discovered and reported the discrepancies to Mr. Bantjies on **6 June 2025**. The Applicant's alleged ""discovery"" in mid-June was a pretext for retaliation.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
32,2,8.5,"The investigation was conducted by the conflicted Mr. Bantjies, who had a direct financial interest in concealing the fraud he was involved in. This invalidates any claim of an impartial investigation.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
33,2,8.6,"The IT vendors referenced are legitimate and well-known providers of e-commerce services, including Shopify, Google, and various software-as-a-service (SaaS) platforms.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
34,2,8.7,"The Applicant's claim that IT expenses were ""unexplained"" is false. The Second Respondent provided comprehensive documentation to Mr. Bantjies on 6 June 2025.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
35,2,8.8,International payments are a standard and necessary part of a global e-commerce business with customers and suppliers in multiple countries.,2025-11-02 15:04:36,2025-11-02 15:04:36,5,
36,2,8.9,The bank messages regarding foreign exchange limits are standard notifications and not evidence of misconduct. They are a routine part of international transactions.,2025-11-02 15:04:36,2025-11-02 15:04:36,5,
37,2,8.10,"The true financial irregularities are not the legitimate IT expenses, but the **R5.4 million stock adjustment** in Strategic Logistics CC, the **R900,000 in unauthorized transfers**, and the **86% profit extraction by Villa Via Arcadia No 2 CC**.

---",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
38,3,9.1,"The Applicant's summary of financial misconduct is an inversion of the facts, designed to deflect from the actual fraud schemes.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
39,3,9.2,"The bank message regarding foreign exchange limits is a standard notification, not evidence of misconduct. It is a routine part of international business.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
40,3,9.3,"The Applicant's summary of ""unexplained expenses"" is a mischaracterization of legitimate IT costs. The actual misconduct includes:

    **JR 9.3.1** The **R5.4 million stock adjustment** in Strategic Logistics CC, representing 46% of annual sales.

    **JR 9.3.2** The **R900,000 in unauthorized transfers** from RegimA SA's FNB account.

    **JR 9.3.3** The **86% profit margin on rent** charged by Villa Via Arcadia No 2 CC.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
41,3,9.4,"The total financial impact of the Applicant's and his agents' misconduct is substantial and includes:

    **JR 9.4.1** The **R5.4 million** stock loss in Strategic Logistics CC.

    **JR 9.4.2** The **R900,000** in unauthorized transfers.

    **JR 9.4.3** The **R1,035,000** debt owed to Kayla Pretorius's deceased estate.

    **JR 9.4.4** The ongoing revenue diversion to competing entities.

---",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
42,4,10.1,"The Applicant's request to have the Second Respondent and me declared delinquent is an abuse of process. Our actions were consistent with our fiduciary duties. It is the Applicant's own conduct that warrants a delinquency declaration under Section 162(5)(c) of the Companies Act, 71 of 2008.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
43,4,10.2,"The Applicant has: (i) grossly abused his position as a director and trustee; (ii) intentionally or by gross negligence inflicted harm upon the companies; and (iii) acted in a manner that constitutes gross negligence, wilful misconduct, and a breach of trust.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
44,4,10.3,"The Applicant acted in bad faith and for an improper purpose, in contravention of Section 76(3)(b) of the Companies Act, by manufacturing a crisis to conceal the financial misconduct we had exposed.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
45,4,10.4,"The Applicant's reliance on the Close Corporations Act is noted. The provisions of this Act, particularly regarding gross negligence and fraud, apply to the Applicant's own conduct.",2025-11-02 15:04:36,2025-11-02 15:04:36,5,
46,4,10.5,The Applicant's definition of delinquency is noted. The Applicant's conduct meets this definition.,2025-11-02 15:04:36,2025-11-02 15:04:36,5,
47,4,10.6,The Applicant's definition of probation is noted. The Applicant's conduct meets this definition.,2025-11-02 15:04:36,2025-11-02 15:04:36,5,
48,4,10.7,The Applicant invokes breach of fiduciary duty liability. The breaches are established: (1) The Applicant breached fiduciary duty to the Second Respondent (co-director) by unauthorized R900K transfers; (2) The Applicant breached fiduciary duty to beneficiaries (as trustee) by attacking them with interdict; (3) Mr. Bantjies breached fiduciary duty to beneficiaries by dismissing audit request and facilitating fraud.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
49,4,10.7.1.1,"The Applicant cites liability for loss suffered by corporation. The losses include: (1) R900,000 unauthorized transfers; (2) R5.4M stock ""disappeared"" from Strategic Logistics; (3) Revenue diversion to competing domain; (4) Card cancellation sabotage; (5) Data expungement.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
50,4,10.7.1.2,"The Applicant cites liability for economic benefit. The economic benefits derived include: (1) R900,000 unauthorized transfers; (2) R5.4M stock ""disappeared"" from Strategic Logistics; (3) R1,035,000 owed to Kayla's estate; (4) 86% profit margin on Villa Via rent; (5) Customer diversion to regimaskin.co.za (Adderory).",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
51,4,10.8,"The Applicant invokes Close Corporations Act Section 47 disqualification. This section applies when a member is guilty of gross negligence or fraud. The R5.4M stock adjustment (46% of sales, 10x historical) in Strategic Logistics, with Ms. Farrar claiming Mr. Bantjies instructed the payments, and the same stock type supplied by Adderory, suggests systematic fraud.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
52,4,10.9,The Applicant invokes Section 162(5) mandatory disqualification grounds. These grounds apply to the Applicant's conduct: (1) Intentional harm to companies (R34.9M operations destroyed by warehouse sabotage); (2) Grossly negligent harm (card cancellation rendering documentation inaccessible); (3) Breach of trust (trustee attacking beneficiaries).,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
53,4,10.9.1,The Applicant's reliance on Section 162(5)(a) is noted. This ground applies to the Applicant.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
54,4,10.9.2,The Applicant alleges intentional or grossly negligent harm by respondents. The intentional harm was inflicted by the Applicant and his co-conspirators: (1) 6 June: Second Respondent cooperates; (2) 7 June: Cards cancelled; (3) 22 May: Data expunged (7 days after my inquiry); (4) 29 May: Domain stolen (14 days after my inquiry); (5) 8 July: Warehouse sabotaged; (6) 11 Sep: Accounts emptied. Each action followed either my debt inquiry or the Second Respondent's fraud exposure.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
55,4,10.9.3,"The Applicant alleges gross negligence or misconduct. The gross negligence is demonstrated by: Cancelling 15 business cards without notice, rendering documentation inaccessible, then complaining about missing documentation. This demonstrates consciousness of guilt and bad faith.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
56,4,10.9.3.1,"The Applicant alleges wilful misconduct. The wilful misconduct includes: (1) Systematic revenue diversion (1 Mar, 14 Apr); (2) Data destruction (22 May); (3) Domain theft (29 May); (4) Card sabotage (7 June); (5) Warehouse sabotage (8 July); (6) Account emptying (11 Sep). This six-month campaign occurred after I investigated fraud and the Second Respondent exposed fraud.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
57,4,10.9.3.2,"The Applicant alleges acquiescence to fraud. The acquiescence to fraud includes: (1) Two years of unallocated expenses while Ms. Farrar controlled systems using the Applicant's email and Linda was employed as bookkeeper; (2) R5.4M stock ""disappeared"" with Mr. Bantjies allegedly instructing payments; (3) R1,035,000 debt to Kayla's estate unpaid since Feb 2023; (4) Villa Via 86% profit margin rent extraction.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
58,4,10.9.3.3,The Applicant alleges omission with fraudulent purpose. The omissions with fraudulent purpose include: (1) Applicant omitted Mr. Bantjies's trustee status from affidavit; (2) Applicant omitted Mr. Bantjies's R18.685M debt; (3) Applicant omitted R34.9M revenue context for IT expenses; (4) Applicant omitted UK → SA payment flow (claimed opposite); (5) Applicant omitted timeline showing card cancellation day after Second Respondent's cooperation; (6) Applicant omitted my debt inquiry and subsequent retaliation.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
59,4,10.10,"The Applicant seeks probation under Section 162(7). This section applies when conduct is oppressive or unfairly prejudicial. The oppressive conduct includes: (1) I fulfilled fiduciary duty by investigating debt, then was punished with interdict; (2) Second Respondent exposed fraud to accountant, then suffered six-month sabotage campaign; (3) Both excluded from profitable businesses we built.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
60,4,10.10.1,"The Applicant alleges conduct inconsistent with duties. The conduct inconsistent with duties includes: (1) Trustee attacking beneficiaries (Applicant, Mr. Bantjies); (2) Director making unauthorized transfers (Applicant); (3) Trustee dismissing fraud investigation (Mr. Bantjies); (4) Accountant facilitating fraud while being debtor (Mr. Bantjies); (5) Administrator controlling systems while diverting revenue (Ms. Farrar).",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
61,4,10.10.2,The Applicant invokes Section 162(a)(iii) grounds for probation.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
62,4,10.10.2.1,"The Applicant alleges conduct with prejudicial result. The prejudicial results include: (1) I was excluded from companies after investigating fraud; (2) Second Respondent excluded from R34.9M operations he built; (3) Customers diverted to competing domain owned by Ms. Farrar's son; (4) R900K transferred without authorization; (5) R5.4M stock ""disappeared""; (6) R1,035,000 owed to Kayla's estate unpaid.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
63,4,10.10.2.2,"The Applicant alleges oppressive business conduct. The oppressive conduct includes: (1) Ms. Farrar controlled all systems using Applicant's email while claiming to act under Mr. Bantjies's instructions; (2) Applicant had no access to email, bank accounts, or accounting systems; (3) Two years of expenses unallocated despite employed bookkeeper; (4) Mr. Bantjies (Trustee + Debtor + Accountant) dismissed fraud investigation.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
64,4,10.10.2.3,The Applicant alleges oppressive exercise of powers. The oppressive exercise of powers includes: (1) Applicant used trustee powers to attack beneficiaries; (2) Mr. Bantjies used trustee powers to dismiss audit request and facilitate fraud; (3) Applicant used director powers to make unauthorized R900K transfers; (4) Applicant used court process to obtain ex parte order based on material non-disclosures.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
65,4,10.11,"The Applicant's requested remedies are inappropriate. The appropriate remedy is a full, independent forensic audit.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
66,4,10.12,The Court's discretion should be exercised against the Applicant due to his abuse of process and material non-disclosures.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
67,4,10.13,"The Applicant alleges unaccounted money. The unaccounted money includes: (1) R900,000 unauthorized transfers (14-15 Feb 2025); (2) R5.4 million stock ""disappeared"" from Strategic Logistics; (3) R1,035,000 owed to Kayla's estate since Feb 2023; (4) R1.73 million transferred 11 Sep 2025; (5) Two years of unallocated expenses dumped into RegimA Worldwide on 30 Mar 2025.

---",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
68,5,11.1,"The Applicant's statement that ""we also began companies in the United Kingdom"" is misleading. The UK e-commerce operations were built and funded by RegimA Zone Ltd (UK company 10697009), which is owned and operated by the Second Respondent.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
69,5,11.2,"The Applicant's claim that these companies ""fall under the UK head office, being RegimA UK Ltd"" is false. RegimA Zone Ltd is an independent entity, not under RegimA UK Ltd.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
70,5,11.3,The Applicant's statement regarding directors is noted. The operational control and funding of RegimA Zone Ltd rests with the Second Respondent.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
71,5,11.4,"The Applicant's claim of ""minimal involvement"" is accurate. The Applicant had no operational involvement in the UK e-commerce operations built by the Second Respondent.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
72,5,11.5,"The Applicant's statement that the Second Respondent ""was appointed to oversee the UK branch"" is misleading. The Second Respondent built and owns RegimA Zone Ltd independently.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
73,5,11.6,"The Applicant's claim that ""the third to sixth respondents ship to the UK branch, but do not receive payment therefrom"" is a complete inversion of the facts. UK bank records show that RegimA Zone Ltd continuously paid for the South African Shopify platforms (Annexure **DF8**). This directly contradicts the Applicant's perjurious claims that the UK entities were indebted to the SA companies.",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
74,5,11.7,The Applicant's reference to Isaac Chesno and alleged fraud is irrelevant to the current matter and appears designed to create a false narrative of UK financial problems.,2025-11-02 15:04:37,2025-11-02 15:04:37,5,
75,5,11.8,"The Applicant's statement that he fears ""the continued non-payment (from the UK branch) may inter alia be a ruse"" is contradicted by bank records showing continuous UK → SA payments (Annexure **DF8**).",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
76,5,11.9,"The Applicant's claim that he has ""no idea pertaining to the financial wellness of the UK branches"" is inconsistent with his role as trustee with absolute powers. This statement appears designed to create a pretext for further interference with the Second Respondent's UK operations.

---",2025-11-02 15:04:37,2025-11-02 15:04:37,5,
